Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Min Salary,Max Salary,Competitor Count
Computer Vision / Deep Learning Scientist,$128K-$201K (Glassdoor est.),3.3,"Tempus Labs
3.3","Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,128000,201000.0,0
Big Data Engineer,$128K-$201K (Glassdoor est.),4.1,"CaptiveAire
4.1","Raleigh, NC","Raleigh, NC",1001 to 5000 employees,1976,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),-1,128000,201000.0,0
Data Architect,$128K-$201K (Glassdoor est.),4.2,"LSQ
4.2","Orlando, FL","Orlando, FL",51 to 200 employees,1996,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),-1,128000,201000.0,0
Machine Learning Engineer,$128K-$201K (Glassdoor est.),3.9,"Temboo
3.9","New York, NY","New York, NY",1 to 50 employees,,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,128000,201000.0,0
Data Scientist,$128K-$201K (Glassdoor est.),-1.0,Kibo,"Philadelphia, PA","Marbella, Spain",Unknown,,Company - Public,-1,-1,Unknown / Non-Applicable,-1,128000,201000.0,0
Aviation AI/ML Data Scientist,$128K-$201K (Glassdoor est.),3.3,"MITRE
3.3","McLean, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",128000,201000.0,3
Data Scientist,$138K-$158K (Glassdoor est.),3.9,"Mars
3.9",United States,"Mc Lean, VA",10000+ employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1,138000,158000.0,0
Data Scientist / Applied Mathematician,$138K-$158K (Glassdoor est.),4.5,"Fullpower Technologies, Inc.
4.5","Santa Cruz, CA","Santa Cruz, CA",51 to 200 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,138000,158000.0,0
"Machine Learning Engineer, Sr.",$138K-$158K (Glassdoor est.),4.2,"AeroVironment
4.2","Simi Valley, CA","Simi Valley, CA",501 to 1000 employees,1971,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"General Atomics, Boeing, Northrop Grumman",138000,158000.0,3
Data Scientist (TS/SCI w/ Poly),$138K-$158K (Glassdoor est.),3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,138000,158000.0,0
Weapons and Sensors Engineer/Scientist,$138K-$158K (Glassdoor est.),4.0,"Dynetics
4.0","Huntsville, AL","Huntsville, AL",1001 to 5000 employees,1974,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1,138000,158000.0,0
Applied Computer Scientist,$138K-$158K (Glassdoor est.),4.5,"Systems & Technology Research
4.5","Woburn, MA","Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1,138000,158000.0,0
Senior Data Analyst,$138K-$158K (Glassdoor est.),4.5,"Novetta
4.5","Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",138000,158000.0,3
Information Systems Engineering Specialist (Engineering Scientist),$138K-$158K (Glassdoor est.),3.8,"Applied Research Laboratories
3.8","Austin, TX","Austin, TX",501 to 1000 employees,,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,138000,158000.0,0
Cloud Data Engineer (Azure),$138K-$158K (Glassdoor est.),3.9,"Navy Federal Credit Union
3.9","Merrifield, VA","Vienna, VA",10000+ employees,1933,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,138000,158000.0,0
Scientist/Research Associate-Metabolic Engineering,$138K-$158K (Glassdoor est.),2.0,"Conagen
2.0","New Bedford, MA","Bedford, MA",51 to 200 employees,,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,138000,158000.0,0
"Vice President, Biometrics and Clinical Data Management",$138K-$158K (Glassdoor est.),4.8,"Alector
4.8","South San Francisco, CA","South San Francisco, CA",51 to 200 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,138000,158000.0,0
Enterprise Data Analyst (Enterprise Portfolio Management Office),$138K-$158K (Glassdoor est.),3.9,"Navy Federal Credit Union
3.9","Merrifield, VA","Vienna, VA",10000+ employees,1933,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,138000,158000.0,0
Senior Scientist - Toxicologist - Product Integrity (Stewardship),$138K-$158K (Glassdoor est.),3.3,"Reynolds American
3.3","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,138000,158000.0,0
Lead Data Scientist – Network Analysis and Control,$138K-$158K (Glassdoor est.),3.3,"MITRE
3.3","Bedford, MA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",138000,158000.0,3
Senior Machine Learning Engineer,$138K-$158K (Glassdoor est.),5.0,"LifeOmic
5.0","Raleigh, NC","Indianapolis, IN",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,138000,158000.0,0
"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",$138K-$158K (Glassdoor est.),4.4,"Homology Medicines, Inc.
4.4","New Bedford, MA","Bedford, MA",51 to 200 employees,,Company - Public,-1,-1,Unknown / Non-Applicable,-1,138000,158000.0,0
Data Engineer,$138K-$158K (Glassdoor est.),3.4,"Spectrum Communications and Consulting
3.4","Chicago, IL","Chicago, IL",51 to 200 employees,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),-1,138000,158000.0,0
Developer III - Data Science,$138K-$158K (Glassdoor est.),3.3,"Inland Empire Health Plan
3.3","Rancho Cucamonga, CA","Rancho Cucamonga, CA",1001 to 5000 employees,1996,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,138000,158000.0,0
Senior Data Engineer,$138K-$158K (Glassdoor est.),2.9,"Affinity Solutions
2.9","New York, NY","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",138000,158000.0,3
Hydrogen/Tritium Materials Scientist (Experienced),$138K-$158K (Glassdoor est.),3.8,"Sandia National Laboratories
3.8","Livermore, CA","Albuquerque, NM",10000+ employees,1949,Government,Federal Agencies,Government,$2 to $5 billion (USD),"Los Alamos National Laboratory, Lawrence Livermore National Laboratory",138000,158000.0,2
Data Engineer,$138K-$158K (Glassdoor est.),3.5,"Maxar Technologies
3.5","McLean, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,138000,158000.0,0
Patient Safety- Associate Data Scientist,$80K-$132K (Glassdoor est.),4.0,"AstraZeneca
4.0","Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",80000,132000.0,3
Senior Data Scientist,$80K-$132K (Glassdoor est.),4.0,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,80000,132000.0,0
Data Scientist,$80K-$132K (Glassdoor est.),3.4,"USI
3.4","Southfield, MI","Saint Paul, MN",1001 to 5000 employees,1998,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),-1,80000,132000.0,0
Data Scientist,$80K-$132K (Glassdoor est.),3.9,"GSK
3.9","Collegeville, PA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",80000,132000.0,3
Data Scientist,$80K-$132K (Glassdoor est.),3.8,"CIA
3.8","Washington, DC","Langley, VA",Unknown,1947,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,80000,132000.0,0
Data Scientist,$80K-$132K (Glassdoor est.),4.5,"Maven Wave Partners
4.5","Chicago, IL","Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,80000,132000.0,0
Data Scientist,$80K-$132K (Glassdoor est.),4.3,"Ovative Group
4.3","Minneapolis, MN","Minneapolis, MN",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),-1,80000,132000.0,0
Data Scientist,$80K-$132K (Glassdoor est.),3.6,"Kognetics
3.6","Gahanna, OH","New York, NY",1 to 50 employees,,Company - Private,-1,-1,Unknown / Non-Applicable,-1,80000,132000.0,0
Data Scientist,$80K-$132K (Glassdoor est.),2.9,"Envision Healthcare
2.9","Nashville, TN","Nashville, TN",10000+ employees,2005,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,80000,132000.0,0
Data Scientist,$80K-$132K (Glassdoor est.),2.9,"Pragmatics, Inc.
2.9",United States,"Reston, VA",201 to 500 employees,1985,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,80000,132000.0,0
Data Scientist,$80K-$132K (Glassdoor est.),3.2,"ConsumerTrack
3.2",California,"Los Angeles, CA",51 to 200 employees,2004,Company - Private,Internet,Information Technology,$25 to $50 million (USD),-1,80000,132000.0,0
Decision Scientist,$80K-$132K (Glassdoor est.),4.5,"Johns Hopkins University Applied Physics Laboratory
4.5","Laurel, MD","Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",80000,132000.0,3
Data Scientist - TS/SCI FSP or CI Required,$80K-$132K (Glassdoor est.),5.0,"Phoenix Operations Group
5.0","Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,80000,132000.0,0
Data Scientist,$80K-$132K (Glassdoor est.),3.5,"Crossover Health
3.5","San Clemente, CA","Aliso Viejo, CA",1 to 50 employees,2010,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),-1,80000,132000.0,0
Data Scientist,$80K-$132K (Glassdoor est.),4.0,"Lorven Technologies Inc
4.0","New York, NY","Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,80000,132000.0,0
Data Scientist,$80K-$132K (Glassdoor est.),4.4,"Meridian Knowledge Solutions
4.4","Washington, DC","Reston, VA",51 to 200 employees,1997,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,80000,132000.0,0
Data Scientist,$80K-$132K (Glassdoor est.),4.2,"UST Global
4.2","Atlanta, GA","Aliso Viejo, CA",10000+ employees,1999,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"Cognizant Technology Solutions, Infosys, Wipro",80000,132000.0,3
Data Scientist,$80K-$132K (Glassdoor est.),3.2,"IMG Systems
3.2","Plano, TX","Plano, TX",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,80000,132000.0,0
Data Scientist,$80K-$132K (Glassdoor est.),3.4,"Trident Systems Inc
3.4","Fairfax, VA","Fairfax, VA",51 to 200 employees,1985,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),-1,80000,132000.0,0
Data Scientist,$80K-$132K (Glassdoor est.),4.7,"Tygart Technology, Inc
4.7","Washington, DC","Fairmont, WV",1 to 50 employees,,Company - Private,-1,-1,$1 to $5 million (USD),-1,80000,132000.0,0
(Sr.) Data Scientist -,$87K-$141K (Glassdoor est.),3.6,"Merrick Bank
3.6",Utah,"South Jordan, UT",201 to 500 employees,1997,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,87000,141000.0,0
Senior Data Scientist,$87K-$141K (Glassdoor est.),4.2,"ManTech
4.2","Alexandria, VA","Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),-1,87000,141000.0,0
Data Scientist,$87K-$141K (Glassdoor est.),-1.0,"GrainBridge, LLC","Omaha, NE",-1,-1,,-1,-1,-1,-1,-1,87000,141000.0,0
Data Scientist,$87K-$141K (Glassdoor est.),3.2,"First Health Group
3.2","Wellesley, MA","Bethesda, MD",10000+ employees,1853,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Humana,87000,141000.0,1
Data Scientist,$87K-$141K (Glassdoor est.),-1.0,Sprezzatura Management Consulting,"Washington, VA","McLean, VA",Unknown,,Company - Private,-1,-1,Unknown / Non-Applicable,-1,87000,141000.0,0
Data Scientist,$87K-$141K (Glassdoor est.),2.8,"Progress Rail, A Caterpillar Company
2.8","Fort Worth, TX","Albertville, AL",1001 to 5000 employees,1983,Subsidiary or Business Segment,Rail,Transportation & Logistics,$2 to $5 billion (USD),-1,87000,141000.0,0
Data Scientist,$87K-$141K (Glassdoor est.),4.2,"UST Global
4.2","Atlanta, GA","Aliso Viejo, CA",10000+ employees,1999,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"Cognizant Technology Solutions, Infosys, Wipro",87000,141000.0,3
Data Scientist,$87K-$141K (Glassdoor est.),4.5,"Axiologic Solutions
4.5","Alexandria, VA","Fairfax, VA",51 to 200 employees,2009,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,87000,141000.0,0
Data Scientist,$87K-$141K (Glassdoor est.),3.0,"Indigo Slate
3.0","Bellevue, WA","Bellevue, WA",51 to 200 employees,2006,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,87000,141000.0,0
Data Scientist,$87K-$141K (Glassdoor est.),3.3,"Cubic
3.3",United States,"San Diego, CA",5001 to 10000 employees,1951,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"Accenture, Northrop Grumman, Xerox",87000,141000.0,3
Data Scientist,$87K-$141K (Glassdoor est.),4.0,"Advanced Bio-Logic Solutions Corp
4.0","Thousand Oaks, CA","Westlake Village, CA",1 to 50 employees,,Company - Private,-1,-1,Less than $1 million (USD),-1,87000,141000.0,0
Data Engineer,$87K-$141K (Glassdoor est.),3.5,"Alignment Healthcare
3.5","Orange, CA","Orange, CA",501 to 1000 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,87000,141000.0,0
Data Scientist,$87K-$141K (Glassdoor est.),3.5,"WGSN
3.5","Baltimore, MD","New York, NY",1 to 50 employees,1998,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,87000,141000.0,0
Data Scientist,$87K-$141K (Glassdoor est.),3.6,"ISYS Technologies, Inc.
3.6","Herndon, VA","Littleton, CO",51 to 200 employees,1990,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,87000,141000.0,0
Data Scientist,$87K-$141K (Glassdoor est.),3.0,"TransVoyant
3.0","Alexandria, VA","Alexandria, VA",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,87000,141000.0,0
Data Scientist/Data Analytics Practitioner,$87K-$141K (Glassdoor est.),4.0,"Noblis
4.0","Bridgeport, WV","Reston, VA",1001 to 5000 employees,1996,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),"Booz Allen Hamilton, SAIC, LMI",87000,141000.0,3
Data Scientist,$87K-$141K (Glassdoor est.),4.6,"Murray Resources
4.6","The Woodlands, TX","Houston, TX",1 to 50 employees,1988,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,87000,141000.0,0
Data Scientist,$87K-$141K (Glassdoor est.),4.3,"Geotab
4.3","Oakville, CA","Oakville, Canada",1001 to 5000 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1,87000,141000.0,0
Data Scientist,$87K-$141K (Glassdoor est.),4.7,"CRS Group
4.7","Chicago, IL","Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,87000,141000.0,0
Data Scientist,$87K-$141K (Glassdoor est.),3.7,"EGlobalTech
3.7","Arlington, VA","Vienna, VA",201 to 500 employees,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,87000,141000.0,0
"Data Scientist, Kinship - NYC/Portland",$92K-$155K (Glassdoor est.),3.9,"Mars
3.9","New York, NY","Mc Lean, VA",10000+ employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1,92000,155000.0,0
Data Scientist,$92K-$155K (Glassdoor est.),4.9,"Avlino
4.9",New Jersey,"Holmdel, NJ",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),-1,92000,155000.0,0
Data Scientist,$92K-$155K (Glassdoor est.),3.0,"Central Business Solutions, Inc
3.0","Seattle, WA","Fremont, CA",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,92000,155000.0,0
Data Scientist,$92K-$155K (Glassdoor est.),2.5,"KeHE Distributors
2.5","Naperville, IL","Naperville, IL",5001 to 10000 employees,1954,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,"United Natural Foods, US Foods, DPI Specialty Foods",92000,155000.0,3
Data Scientist,$92K-$155K (Glassdoor est.),3.5,"Blackstone Talent Group
3.5","San Francisco, CA","San Francisco, CA",51 to 200 employees,1998,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,92000,155000.0,0
Data Scientist - TS/SCI Required,$92K-$155K (Glassdoor est.),5.0,"Phoenix Operations Group
5.0","Baltimore, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,92000,155000.0,0
Data Scientist,$92K-$155K (Glassdoor est.),-1.0,Sophinea,"Chantilly, VA",-1,1 to 50 employees,,Unknown,-1,-1,Unknown / Non-Applicable,-1,92000,155000.0,0
Senior Data Scientist,$92K-$155K (Glassdoor est.),3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,92000,155000.0,0
Data Scientist,$92K-$155K (Glassdoor est.),3.0,"Moxie Software
3.0","Bellevue, WA","San Bruno, CA",51 to 200 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"LivePerson, Salesforce, SAP",92000,155000.0,3
Data Scientist(s)/Machine Learning Engineer,$92K-$155K (Glassdoor est.),5.0,"Blue Horizon Tek Solutions
5.0","New York, NY","Coconut Creek, FL",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,92000,155000.0,0
Data Scientist,$92K-$155K (Glassdoor est.),4.7,"Unicom Technologies INC
4.7","Chicago, IL","Naperville, IL",51 to 200 employees,,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,92000,155000.0,0
Data Engineer,$92K-$155K (Glassdoor est.),3.3,"Americo Life
3.3","Kansas City, MO","Kansas City, MO",201 to 500 employees,1992,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,92000,155000.0,0
Data Scientist,$92K-$155K (Glassdoor est.),3.3,"Tokio Marine HCC
3.3","Houston, TX","Houston, TX",1001 to 5000 employees,1974,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,"Zurich Insurance, AXA XL, Allianz",92000,155000.0,3
Data Scientist,$92K-$155K (Glassdoor est.),3.5,"CACI International
3.5","Chantilly, VA","Arlington, VA",10000+ employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"CSC, ManTech, SAIC",92000,155000.0,3
"AI/ML - Machine Learning Scientist, Siri Understanding",$92K-$155K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",92000,155000.0,3
Data Scientist,$92K-$155K (Glassdoor est.),3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,92000,155000.0,0
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$92K-$155K (Glassdoor est.),3.9,"Southwest Research Institute
3.9","Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",92000,155000.0,3
Data Scientist,$92K-$155K (Glassdoor est.),4.7,"Compass Consulting Group
4.7","Thousand Oaks, CA","Danville, CA",51 to 200 employees,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,92000,155000.0,0
Data Science Software Engineer,$92K-$155K (Glassdoor est.),4.8,"Klaviyo
4.8","Boston, MA","Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,92000,155000.0,0
"Scientist / Group Lead, Cancer Biology",$92K-$155K (Glassdoor est.),-1.0,Monte Rosa Therapeutics,"Cambridge, MA",-1,-1,,-1,-1,-1,-1,-1,92000,155000.0,0
AI Ops Data Scientist,$92K-$155K (Glassdoor est.),4.0,"AstraZeneca
4.0","Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",92000,155000.0,3
Senior Data Scientist,$105K-$167K (Glassdoor est.),3.8,"GutCheck
3.8","Denver, CO","Denver, CO",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),"Nielsen, Zappi, SurveyMonkey",105000,167000.0,3
Sr. ML/Data Scientist - AI/NLP/Chatbot,$105K-$167K (Glassdoor est.),3.8,"Juniper Networks
3.8","Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,105000,167000.0,0
Data Scientist,$105K-$167K (Glassdoor est.),2.7,"Hexagon US Federal
2.7","Lexington Park, MD","Chantilly, VA",51 to 200 employees,2010,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,105000,167000.0,0
Data Scientist,$105K-$167K (Glassdoor est.),4.0,"Comtech Global Inc
4.0","Washington, DC","Columbus, OH",51 to 200 employees,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),-1,105000,167000.0,0
Data Scientist,$105K-$167K (Glassdoor est.),-1.0,Berico Technologies,"Fort Belvoir, VA",-1,-1,,-1,-1,-1,-1,-1,105000,167000.0,0
Data Scientist,$105K-$167K (Glassdoor est.),-1.0,Kehe Food Distributors,"Naperville, IL",-1,-1,,-1,-1,-1,-1,-1,105000,167000.0,0
Data Scientist,$105K-$167K (Glassdoor est.),3.8,"Aveshka, Inc.
3.8","Washington, DC","Arlington, VA",51 to 200 employees,2010,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),-1,105000,167000.0,0
Data Scientist,$105K-$167K (Glassdoor est.),3.2,"Perspecta
3.2","Adelphi, MD","Chantilly, VA",10000+ employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,105000,167000.0,0
Data Scientist,$105K-$167K (Glassdoor est.),-1.0,Pactera Edge,"Redmond, WA",-1,-1,,-1,-1,-1,-1,-1,105000,167000.0,0
Data Scientist,$105K-$167K (Glassdoor est.),3.6,"Qurate Retail Group
3.6","West Chester, PA","West Chester, PA",10000+ employees,,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable,-1,105000,167000.0,0
Data Scientist,$105K-$167K (Glassdoor est.),4.4,"SolutionIT, Inc.
4.4","Edison, NJ","Wilmington, MA",51 to 200 employees,,Company - Private,-1,-1,Unknown / Non-Applicable,-1,105000,167000.0,0
Data Scientist,$105K-$167K (Glassdoor est.),4.1,"A-Line Staffing Solutions
4.1","Durham, NC","Utica, MI",501 to 1000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,105000,167000.0,0
Data Scientist,$105K-$167K (Glassdoor est.),-1.0,Clear Ridge Defense,"Quantico, VA","Baltimore, MD",1 to 50 employees,,Company - Private,-1,-1,Unknown / Non-Applicable,-1,105000,167000.0,0
Data Scientist,$105K-$167K (Glassdoor est.),3.8,"Criterion Systems, Inc.
3.8","Vienna, VA","Vienna, VA",201 to 500 employees,2005,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,105000,167000.0,0
Data Scientist,$105K-$167K (Glassdoor est.),4.0,"Foundation Medicine
4.0","Boston, MA","Cambridge, MA",1001 to 5000 employees,2010,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Genomic Health, Myriad Genetics, The Broad Institute",105000,167000.0,3
Data Scientist,$105K-$167K (Glassdoor est.),3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,105000,167000.0,0
Data Scientist,$105K-$167K (Glassdoor est.),-1.0,JKGT,"San Francisco, CA",-1,-1,,-1,-1,-1,-1,-1,105000,167000.0,0
Data Scientist,$105K-$167K (Glassdoor est.),-1.0,AccessHope,"Irwindale, CA",-1,-1,,-1,-1,-1,-1,-1,105000,167000.0,0
Data Scientist,$105K-$167K (Glassdoor est.),5.0,"ChaTeck Incorporated
5.0","San Francisco, CA","Santa Clara, CA",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,105000,167000.0,0
Data Scientist,$105K-$167K (Glassdoor est.),2.7,"1-800-Flowers
2.7","New York, NY","Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),-1,105000,167000.0,0
